cnpj,empresa_porte
48038413000191,MEI
48055755000110,MEI
48075302000155,MEI
48085949000168,MEI
48104316000150,MEI
48127983000158,MEI
48151577000120,MEI
48194767000125,MEI
57151854000196,MEI
11528959000110,MEI
11675887000134,MEI
11676862000155,MEI
12132160000173,MEI
12285418000171,MEI
12362371000100,MEI
12961494000150,MEI
12972305000144,MEI
13076067000151,MEI
13163953000112,MEI
13672303000100,MEI
13681503000111,MEI
13803996000115,MEI
13831910000168,MEI
13880991000196,MEI
13916151000136,MEI
13933756000135,MEI
14009204000106,MEI
14395443000133,MEI
14410059000162,MEI
14820744000167,MEI
15193348000110,MEI
15474301000124,MEI
15478467000119,MEI
15646580000166,MEI
15783046000100,MEI
16547675000195,MEI
16787011000101,MEI
17104759000117,MEI
17160437000195,MEI
17184184000190,MEI
17320369000184,MEI
17355245000134,MEI
17505006000113,MEI
17555679000188,MEI
17572898000175,MEI
17590465000142,MEI
17592117000104,MEI
17619509000110,MEI
17682893000103,MEI
17939206000184,MEI
17947432000107,MEI
18237444000100,MEI
18313975000135,MEI
18352417000189,MEI
18401007000180,MEI
18623019000150,MEI
18677248000157,MEI
18933042000140,MEI
19011085000131,MEI
19136218000104,MEI
19153962000109,MEI
19191730000145,MEI
19273553000146,MEI
19320299000190,MEI
19348545000111,MEI
19414742000191,MEI
19648185000173,MEI
19781776000114,MEI
19854065000122,MEI
19939843000186,MEI
20134793000149,MEI
20205268000177,MEI
20224729000159,MEI
20259620000157,MEI
20401784000177,MEI
20654333000141,MEI
20786285000145,MEI
20806500000122,MEI
20952226000108,MEI
21418263000195,MEI
21582619000121,MEI
21720379000184,MEI
21830608000113,MEI
21909776000107,MEI
21920614000161,MEI
22019900000113,MEI
22038052000190,MEI
22264917000136,MEI
22585751000150,MEI
22719294000149,MEI
22745270000164,MEI
22774795000128,MEI
22786060000114,MEI
22819594000108,MEI
22858119000132,MEI
23116830000184,MEI
23154118000170,MEI
23181989000182,MEI
23208360000189,MEI
23367582000144,MEI
23464262000102,MEI
23501450000163,MEI
23527570000130,MEI
23608070000122,MEI
23622364000109,MEI
23672859000142,MEI
23907070000123,MEI
23919887000111,MEI
24123415000110,MEI
24197990000168,MEI
24269028000197,MEI
24271374000100,MEI
24417137000104,MEI
24569655000143,MEI
24636795000197,MEI
24735589000134,MEI
24800782000101,MEI
24881925000157,MEI
24937752000141,MEI
24999481000159,MEI
25121972000165,MEI
25335797000109,MEI
25998327000125,MEI
26053865000100,MEI
26131988000111,MEI
26174271000157,MEI
26226921000160,MEI
26492251000124,MEI
26492506000159,MEI
26497989000184,MEI
26529613000104,MEI
26692740000120,MEI
26918614000140,MEI
26961758000180,MEI
27019647000111,MEI
27059111000120,MEI
27241305000141,MEI
27262775000191,MEI
27266302000162,MEI
27411536000156,MEI
27420624000114,MEI
27543435000139,MEI
27572607000100,MEI
27673510000186,MEI
27708919000190,MEI
27901031000170,MEI
27967987000174,MEI
28042847000158,MEI
28245046000190,MEI
28367057000142,MEI
28468995000139,MEI
28529754000152,MEI
28798956000108,MEI
28806029000184,MEI
28843920000190,MEI
28935517000191,MEI
28952822000191,MEI
28984558000178,MEI
28984760000108,MEI
28995259000139,MEI
29096220000142,MEI
29194101000122,MEI
29349019000120,MEI
29423122000172,MEI
29476804000143,MEI
29503916000146,MEI
29510180000133,MEI
29549218000181,MEI
29686703000105,MEI
29709619000151,MEI
29771594000116,MEI
29898116000171,MEI
29903316000175,MEI
29913154000156,MEI
30004317000167,MEI
30076233000139,MEI
30079328000106,MEI
30224484000113,MEI
30284100000158,MEI
30285405000184,MEI
30312332000172,MEI
30326480000146,MEI
30471618000109,MEI
30483701000190,MEI
30540270000156,MEI
30543218000153,MEI
30646074000160,MEI
30652508000135,MEI
30736414000144,MEI
30800449000103,MEI
30857849000147,MEI
30954349000123,MEI
31004710000113,MEI
31035246000122,MEI
31089122000120,MEI
31147750000114,MEI
31218490000120,MEI
31377155000175,MEI
31379445000158,MEI
31478835000185,MEI
31516129000180,MEI
31565646000140,MEI
31684714000190,MEI
31703973000110,MEI
31751582000171,MEI
31905492000198,MEI
31970088000106,MEI
32123351000186,MEI
32361520000116,MEI
32378417000189,MEI
32405971000108,MEI
32446926000100,MEI
32516596000173,MEI
32518479000149,MEI
32802835000151,MEI
32906833000102,MEI
32915846000148,MEI
32930551000140,MEI
32938229000168,MEI
32975766000188,MEI
32981609000185,MEI
33078990000130,MEI
33079540000161,MEI
33131265000188,MEI
33138156000192,MEI
33208890000180,MEI
33226254000181,MEI
33250448000112,MEI
33278900000154,MEI
33504642000187,MEI
33528549000102,MEI
33585144000106,MEI
33647379000185,MEI
33672901000189,MEI
33852560000123,MEI
33867940000131,MEI
33869798000161,MEI
33871594000165,MEI
33920671000120,MEI
34057895000112,MEI
34059300000168,MEI
34074331000198,MEI
34102017000171,MEI
34103680000190,MEI
34143536000188,MEI
34169089000136,MEI
34190070000171,MEI
34202253000160,MEI
34234890000118,MEI
34261168000172,MEI
34302639000143,MEI
34391678000164,MEI
34415688000192,MEI
34416506000106,MEI
34419450000135,MEI
34481179000168,MEI
34491876000108,MEI
34527967000148,MEI
34569993000139,MEI
34597563000120,MEI
34644907000105,MEI
34676847000102,MEI
34786410000121,MEI
34795865000103,MEI
34801593000107,MEI
34811368000151,MEI
34853480000155,MEI
34903540000105,MEI
35100286000161,MEI
35137378000116,MEI
35149473000130,MEI
35238140000187,MEI
35240768000117,MEI
35338884000173,MEI
35368688000141,MEI
35406151000129,MEI
35513952000193,MEI
35532214000193,MEI
35535045000145,MEI
35661379000165,MEI
35684982000162,MEI
35784177000100,MEI
36019212000168,MEI
36098855000144,MEI
36139315000161,MEI
36167114000178,MEI
36196645000199,MEI
36236177000139,MEI
36272535000169,MEI
36282223000136,MEI
36289374000116,MEI
36341963000104,MEI
36374461000171,MEI
36375221000191,MEI
36398171000168,MEI
36475146000130,MEI
36523431000180,MEI
36523480000112,MEI
36576623000154,MEI
36765298000178,MEI
36777904000175,MEI
36795129000180,MEI
36810994000159,MEI
37003157000180,MEI
37048141000194,MEI
37061446000136,MEI
37071714000109,MEI
37111893000152,MEI
37337281000182,MEI
37343057000101,MEI
37354546000150,MEI
37403156000123,MEI
37471951000159,MEI
37476133000149,MEI
37481712000180,MEI
37533168000172,MEI
37539115000169,MEI
37705656000110,MEI
37717783000139,MEI
37751444000179,MEI
37761135000180,MEI
37763445000133,MEI
37801929000120,MEI
37809599000119,MEI
37949696000107,MEI
37989912000148,MEI
38004469000171,MEI
38017485000107,MEI
38064822000109,MEI
38065346000140,MEI
38098391000100,MEI
38104731000150,MEI
38105513000130,MEI
38159766000196,MEI
38208918000101,MEI
38210146000134,MEI
38219254000178,MEI
38314862000161,MEI
38339208000102,MEI
38344283000161,MEI
38389257000150,MEI
38404063000186,MEI
38495936000103,MEI
38654341000153,MEI
38711228000162,MEI
38821608000150,MEI
38903932000117,MEI
39143741000167,MEI
39153782000134,MEI
39157500000177,MEI
39312042000101,MEI
39344175000151,MEI
39436045000149,MEI
39570896000180,MEI
39606345000129,MEI
39667232000133,MEI
39736592000140,MEI
39758237000171,MEI
39763238000104,MEI
39788026000181,MEI
39805500000136,MEI
39815828000133,MEI
39829884000127,MEI
39882165000170,MEI
39898282000121,MEI
39898322000135,MEI
39922944000151,MEI
39928463000153,MEI
39942095000106,MEI
39985065000179,MEI
40047746000175,MEI
40060471000100,MEI
40156420000186,MEI
40162799000137,MEI
40170242000148,MEI
40216770000190,MEI
40245996000110,MEI
40258069000134,MEI
40265713000100,MEI
40300984000140,MEI
40323030000153,MEI
40348602000159,MEI
40384472000100,MEI
40396645000100,MEI
40422523000140,MEI
40469011000130,MEI
40475793000110,MEI
40577674000178,MEI
40588432000180,MEI
40596158000190,MEI
40723618000102,MEI
40735140000122,MEI
40744590000181,MEI
40771363000145,MEI
40803046000163,MEI
40808851000180,MEI
40835937000100,MEI
40868607000102,MEI
40904370000178,MEI
40918737000102,MEI
40932937000110,MEI
40953906000145,MEI
40966874000112,MEI
40987402000146,MEI
41005382000123,MEI
41094110000147,MEI
41196805000130,MEI
41201664000104,MEI
41231052000156,MEI
41283960000193,MEI
41289261000150,MEI
41349659000135,MEI
41353663000177,MEI
41355776000101,MEI
41371002000174,MEI
41431150000137,MEI
41435733000136,MEI
41459209000103,MEI
41528458000103,MEI
41564902000138,MEI
41569289000141,MEI
41575132000129,MEI
41692392000184,MEI
41704674000154,MEI
41752553000188,MEI
41787734000140,MEI
41936969000156,MEI
42028036000123,MEI
42045325000130,MEI
42052543000100,MEI
42064810000151,MEI
42208171000150,MEI
42223542000173,MEI
42243148000105,MEI
42273213000137,MEI
42303009000111,MEI
42317063000116,MEI
42376439000163,MEI
42379763000135,MEI
42398290000113,MEI
42402806000156,MEI
42420881000140,MEI
42453202000139,MEI
42471636000161,MEI
42631435000184,MEI
42651115000196,MEI
42654893000139,MEI
42659654000171,MEI
42686110000107,MEI
42688054000131,MEI
42764065000153,MEI
42771453000161,MEI
42796559000110,MEI
42823089000136,MEI
42835822000132,MEI
42866721000129,MEI
42882476000143,MEI
42891107000117,MEI
43016111000107,MEI
43061794000106,MEI
43073525000160,MEI
43117565000166,MEI
43127599000131,MEI
43168164000135,MEI
43183139000120,MEI
43197990000102,MEI
43235678000166,MEI
43244843000146,MEI
43294899000105,MEI
43316612000109,MEI
43325068000153,MEI
43334104000145,MEI
43413348000113,MEI
43415145000166,MEI
43431974000132,MEI
43434306000169,MEI
43455474000130,MEI
43465692000156,MEI
43499251000175,MEI
43618096000169,MEI
43659543000128,MEI
43685570000175,MEI
43718643000188,MEI
43757027000136,MEI
43841492000150,MEI
43849453000108,MEI
43859368000112,MEI
43885301000152,MEI
43886505000108,MEI
43956568000193,MEI
43974969000176,MEI
43979899000149,MEI
44068451000136,MEI
44223115000110,MEI
44252714000162,MEI
44284566000168,MEI
44313642000116,MEI
44336682000183,MEI
44371731000119,MEI
44396502000159,MEI
44440018000180,MEI
44451280000120,MEI
44497262000189,MEI
44595501000133,MEI
44598974000194,MEI
44658865000115,MEI
44768812000157,MEI
44788973000102,MEI
44802995000180,MEI
44868770000126,MEI
44954282000131,MEI
44963165000134,MEI
44970029000171,MEI
44979900000106,MEI
45038442000165,MEI
45141580000175,MEI
45192423000199,MEI
45194841000115,MEI
45237148000182,MEI
45253847000116,MEI
45269760000137,MEI
45389610000167,MEI
45426975000114,MEI
45461680000189,MEI
45517028000139,MEI
45539106000104,MEI
45629198000105,MEI
45669691000159,MEI
45679012000122,MEI
45722991000154,MEI
45747796000189,MEI
45758856000169,MEI
45772255000100,MEI
45838945000115,MEI
45860196000122,MEI
45865442000139,MEI
45898611000137,MEI
45915929000189,MEI
45956634000150,MEI
45963061000192,MEI
45999755000180,MEI
46022854000170,MEI
46042840000118,MEI
46043506000189,MEI
46078797000140,MEI
46201897000112,MEI
46260085000148,MEI
46360367000117,MEI
46397804000177,MEI
46419200000184,MEI
46440421000134,MEI
46468863000199,MEI
46500363000197,MEI
46553985000183,MEI
46595739000194,MEI
46599102000176,MEI
46609060000107,MEI
46700349000137,MEI
46724144000191,MEI
46742603000160,MEI
46773817000101,MEI
46781764000162,MEI
46800881000126,MEI
46811334000146,MEI
46863766000109,MEI
46865867000100,MEI
46869102000149,MEI
46921653000104,MEI
46942307000102,MEI
46950692000130,MEI
46973050000156,MEI
47002348000181,MEI
47009164000143,MEI
47028582000188,MEI
47034520000189,MEI
47038217000154,MEI
47044092000175,MEI
47061219000164,MEI
47074668000147,MEI
47077653000132,MEI
47086128000183,MEI
47116014000139,MEI
47153628000190,MEI
47177034000110,MEI
47213903000114,MEI
47222642000107,MEI
47274582000168,MEI
47310536000177,MEI
47388867000120,MEI
47427504000156,MEI
47507054000101,MEI
47521378000102,MEI
47522924000111,MEI
47524989000104,MEI
47543098000197,MEI
47584137000102,MEI
47603122000136,MEI
47653425000163,MEI
47665907000133,MEI
47667848000132,MEI
47670192000107,MEI
47772908000187,MEI
47794579000175,MEI
47816110000190,MEI
47857981000151,MEI
47877739000140,MEI
47915775000150,MEI
47927013000174,MEI
48000559000148,MEI
48019481000103,MEI
48052515000161,MEI
48059879000173,MEI
48071715000161,MEI
48078123000171,MEI
48111924000191,MEI
48186297000158,MEI
48224479000176,MEI
48263856000186,MEI
48278164000101,MEI
48281891000128,MEI
58761230000153,MEI
88700927000185,MEI
93116457000147,MEI
97301535000134,MEI
10257180000145,MEI
10424464000189,MEI
11546910000190,MEI
11693499000186,MEI
12154949000125,MEI
12155071000142,MEI
12211613000157,MEI
12217081000165,MEI
12262999000126,MEI
12545967000138,MEI
12653886000151,MEI
12659841000194,MEI
12711117000162,MEI
13212504000117,MEI
13219908000132,MEI
13288816000104,MEI
13513753000142,MEI
13518528000107,MEI
13661493000152,MEI
13933115000180,MEI
14035400000147,MEI
14245557000105,MEI
14934702000157,MEI
15010304000107,MEI
15463015000163,MEI
15587113000102,MEI
15782728000190,MEI
16694683000164,MEI
16716746000136,MEI
17089458000161,MEI
17140008000156,MEI
17242588000192,MEI
17368411000137,MEI
17401223000163,MEI
17404001000102,MEI
17415633000163,MEI
17456095000155,MEI
17515234000174,MEI
17661626000141,MEI
17722845000193,MEI
17855687000140,MEI
17938547000135,MEI
17940960000134,MEI
17949332000110,MEI
17955715000109,MEI
17986914000176,MEI
18054425000149,MEI
18331800000150,MEI
18531104000198,MEI
18612235000108,MEI
18811558000112,MEI
19007086000102,MEI
19045879000116,MEI
19049178000155,MEI
19207769000103,MEI
19243811000141,MEI
19391209000151,MEI
19473536000152,MEI
19821940000170,MEI
19870860000104,MEI
19905913000185,MEI
19985949000116,MEI
20040392000120,MEI
20043518000110,MEI
20139800000103,MEI
20163244000100,MEI
20212541000190,MEI
20303240000172,MEI
20588970000167,MEI
20646038000143,MEI
20677255000109,MEI
20740393000187,MEI
20749525000131,MEI
20873400000119,MEI
21003837000164,MEI
21133273000184,MEI
21149973000167,MEI
21284042000171,MEI
21286260000145,MEI
21343450000157,MEI
21496855000125,MEI
21671121000135,MEI
21967755000130,MEI
22235894000131,MEI
22298817000120,MEI
22347556000191,MEI
22565757000165,MEI
22592914000121,MEI
22634560000130,MEI
22659286000154,MEI
22851318000119,MEI
22937096000151,MEI
22947259000187,MEI
23045688000121,MEI
23094167000164,MEI
23141776000127,MEI
23156059000179,MEI
23286459000107,MEI
23405761000129,MEI
23440218000162,MEI
23446763000166,MEI
23507887000104,MEI
23753022000128,MEI
23753140000136,MEI
23822298000110,MEI
24128122000126,MEI
24275176000114,MEI
24280475000147,MEI
24290626000148,MEI
24438755000130,MEI
24458585000156,MEI
24463548000136,MEI
24478516000104,MEI
24629452000103,MEI
24643308000113,MEI
24644929000111,MEI
24667448000121,MEI
24715375000104,MEI
24750931000175,MEI
24836767000113,MEI
25036842000124,MEI
25037891000181,MEI
25998844000102,MEI
26085114000175,MEI
26110059000126,MEI
26111452000134,MEI
26229568000172,MEI
26403319000151,MEI
26403928000100,MEI
26415020000117,MEI
26522809000177,MEI
26551870000142,MEI
26774493000100,MEI
26805717000102,MEI
26811584000179,MEI
26958998000125,MEI
27034085000185,MEI
27083820000140,MEI
27140630000118,MEI
27240540000107,MEI
27393983000120,MEI
27545139000177,MEI
27545778000132,MEI
27586947000182,MEI
27742987000176,MEI
27792534000154,MEI
27812053000163,MEI
27814428000124,MEI
28130808000102,MEI
28160549000162,MEI
28161629000132,MEI
28215099000168,MEI
28336256000193,MEI
28546754000160,MEI
28707603000147,MEI
28732229000130,MEI
28833380000164,MEI
28840100000145,MEI
29031605000121,MEI
29192672000128,MEI
29199276000122,MEI
29223406000115,MEI
29513111000183,MEI
29523991000179,MEI
29603639000143,MEI
29641307000153,MEI
29717217000107,MEI
29740853000141,MEI
29927020000194,MEI
29946683000156,MEI
29967897000109,MEI
30061034000157,MEI
30081588000116,MEI
30088922000163,MEI
30095706000145,MEI
30156629000196,MEI
30395470000162,MEI
30401968000190,MEI
30433134000167,MEI
30494448000170,MEI
30565504000110,MEI
30577930000173,MEI
30606799000125,MEI
30691772000188,MEI
30885190000132,MEI
30894748000146,MEI
30908240000150,MEI
30959745000143,MEI
30986447000142,MEI
31013262000114,MEI
31037026000138,MEI
31040362000130,MEI
31065565000180,MEI
31076076000124,MEI
31162599000193,MEI
31238930000101,MEI
31270301000169,MEI
31276981000128,MEI
31328689000101,MEI
31428892000150,MEI
31430260000120,MEI
31442533000157,MEI
31488086000177,MEI
31532282000100,MEI
31670202000174,MEI
31830484000120,MEI
31957677000146,MEI
31962150000100,MEI
32023323000197,MEI
32027876000118,MEI
32113716000191,MEI
32132338000193,MEI
32203947000196,MEI
32326291000107,MEI
32338628000198,MEI
32414913000140,MEI
32422251000150,MEI
32513646000169,MEI
32578302000138,MEI
32632431000167,MEI
32632784000167,MEI
32655061000183,MEI
32702116000169,MEI
32747118000174,MEI
32763622000168,MEI
32858019000160,MEI
32893572000133,MEI
33015205000108,MEI
33025900000142,MEI
33104911000118,MEI
33258368000103,MEI
33345115000177,MEI
33414073000189,MEI
33414650000132,MEI
33512168000135,MEI
33545950000150,MEI
33635896000134,MEI
33742717000168,MEI
33786950000142,MEI
33793199000101,MEI
33793292000116,MEI
33822207000109,MEI
33918468000119,MEI
34066927000146,MEI
34075519000150,MEI
34356621000124,MEI
34421508000185,MEI
34425668000100,MEI
34545216000154,MEI
34730244000141,MEI
34840434000111,MEI
34843544000137,MEI
34845603000106,MEI
34976575000166,MEI
34993145000152,MEI
34995177000197,MEI
35021585000100,MEI
35190643000120,MEI
35254803000157,MEI
35307142000180,MEI
35371794000184,MEI
35443353000140,MEI
35453382000193,MEI
35536743000165,MEI
35585267000172,MEI
35602033000196,MEI
35609433000123,MEI
35614464000172,MEI
35631091000148,MEI
35647983000137,MEI
35724926000104,MEI
35742145000142,MEI
35799663000100,MEI
35865702000112,MEI
35866376000168,MEI
35879664000157,MEI
35915846000136,MEI
35946347000106,MEI
35998894000135,MEI
36050685000128,MEI
36163059000148,MEI
36275545000158,MEI
36357396000176,MEI
36371269000121,MEI
36380697000110,MEI
36397910000105,MEI
36399361000108,MEI
36426087000100,MEI
36443452000195,MEI
36471022000187,MEI
36612290000171,MEI
36661966000117,MEI
36675370000176,MEI
36698247000170,MEI
36719627000144,MEI
36746235000174,MEI
36800179000109,MEI
36826888000163,MEI
36872079000198,MEI
36916407000100,MEI
36959842000112,MEI
36963598000161,MEI
37003828000103,MEI
37148372000170,MEI
37167171000110,MEI
37373890000197,MEI
37446779000183,MEI
37507371000174,MEI
37507543000100,MEI
37536619000125,MEI
37586891000110,MEI
37600444000178,MEI
37750852000106,MEI
37772306000176,MEI
37784694000105,MEI
37791419000119,MEI
37804661000180,MEI
37812560000150,MEI
37812881000155,MEI
37861302000164,MEI
37906196000198,MEI
37942677000159,MEI
37988122000148,MEI
38020700000110,MEI
38028240000177,MEI
38072103000130,MEI
38124107000114,MEI
38170553000165,MEI
38175954000108,MEI
38196869000126,MEI
38328751000104,MEI
38356692000188,MEI
38366916000132,MEI
38419036000187,MEI
38423426000120,MEI
38423867000122,MEI
38445438000156,MEI
38534339000140,MEI
38581789000194,MEI
38905968000130,MEI
38967437000171,MEI
39238777000124,MEI
39262580000120,MEI
39278271000149,MEI
39297852000128,MEI
39313551000140,MEI
39345360000160,MEI
39368679000101,MEI
39408195000149,MEI
39416777000177,MEI
39426589000120,MEI
39490122000149,MEI
39552186000127,MEI
39673786000143,MEI
39704605000107,MEI
39718927000105,MEI
39770587000153,MEI
39836848000190,MEI
39873271000197,MEI
39881478000103,MEI
39995624000121,MEI
40029525000174,MEI
40071533000189,MEI
40136274000127,MEI
40184630000188,MEI
40210084000102,MEI
40250632000128,MEI
40254032000138,MEI
40337531000199,MEI
40343957000155,MEI
40383203000129,MEI
40420347000108,MEI
40425387000142,MEI
40456943000148,MEI
40475989000104,MEI
40485744000168,MEI
40559941000184,MEI
40647529000116,MEI
40664083000138,MEI
40740083000170,MEI
40756761000192,MEI
40816347000121,MEI
40843632000131,MEI
40891776000163,MEI
40904892000170,MEI
40991773000100,MEI
40998975000175,MEI
41003012000157,MEI
41018625000168,MEI
41035512000170,MEI
41064333000161,MEI
41103655000172,MEI
41111053000167,MEI
41135236000112,MEI
41143303000140,MEI
41221114000149,MEI
41222312000127,MEI
41236945000194,MEI
41271915000119,MEI
41293444000140,MEI
41295918000192,MEI
41383771000192,MEI
41432908000151,MEI
41494168000188,MEI
41581012000134,MEI
41599490000171,MEI
41661871000133,MEI
41666128000176,MEI
41736930000195,MEI
41817168000171,MEI
41833035000199,MEI
41880464000117,MEI
41958127000103,MEI
41982880000126,MEI
42015914000176,MEI
42088803000190,MEI
42089115000144,MEI
42110027000187,MEI
42145412000160,MEI
42228178000134,MEI
42252483000161,MEI
42332253000102,MEI
42343867000190,MEI
42354575000152,MEI
42376540000114,MEI
42482253000199,MEI
42503660000135,MEI
42507185000175,MEI
42533916000157,MEI
42601693000118,MEI
42618230000169,MEI
42646074000140,MEI
42938230000146,MEI
42957784000190,MEI
42965715000129,MEI
42997646000135,MEI
43011274000199,MEI
43019321000140,MEI
43021246000152,MEI
43092707000188,MEI
43098306000135,MEI
43147365000156,MEI
43173564000139,MEI
43258506000108,MEI
43274479000167,MEI
43277223000103,MEI
43291952000114,MEI
43307279000163,MEI
43426407000198,MEI
43451329000181,MEI
43455003000122,MEI
43519152000108,MEI
43524279000115,MEI
43532798000125,MEI
43535586000100,MEI
43610556000102,MEI
43631552000100,MEI
43642793000155,MEI
43667784000119,MEI
43906412000106,MEI
43920136000122,MEI
43976770000187,MEI
44001633000190,MEI
44009449000196,MEI
44054051000171,MEI
44072022000132,MEI
44074395000142,MEI
44128085000163,MEI
44242418000180,MEI
44273208000150,MEI
44288304000171,MEI
44349668000114,MEI
44369651000129,MEI
44382840000131,MEI
44399147000171,MEI
44434300000154,MEI
44503992000145,MEI
44534308000192,MEI
44584479000126,MEI
44647043000139,MEI
44674074000189,MEI
44689934000158,MEI
44695029000100,MEI
44730765000152,MEI
44754758000190,MEI
44881433000179,MEI
44910472000157,MEI
44920600000143,MEI
44940733000181,MEI
44949237000199,MEI
44951375000102,MEI
44951755000147,MEI
45026941000132,MEI
45041201000175,MEI
45058770000123,MEI
45066650000178,MEI
45073253000123,MEI
45077574000104,MEI
45086822000175,MEI
45116342000100,MEI
45174564000189,MEI
45177845000195,MEI
45210244000137,MEI
45228733000116,MEI
45236061000190,MEI
45321423000141,MEI
45353500000145,MEI
45404975000113,MEI
45411532000150,MEI
45480080000168,MEI
45517874000159,MEI
45543244000159,MEI
45604743000109,MEI
45655760000175,MEI
45656628000188,MEI
45682123000198,MEI
45840401000198,MEI
45875107000111,MEI
45887047000157,MEI
45905549000163,MEI
45964265000148,MEI
45991820000120,MEI
46133148000103,MEI
46184275000123,MEI
46208457000197,MEI
46221660000101,MEI
46228026000192,MEI
46257386000112,MEI
46306630000190,MEI
46338088000157,MEI
46366288000113,MEI
46422011000160,MEI
46440379000151,MEI
46446634000173,MEI
46466085000107,MEI
46488905000153,MEI
46538778000150,MEI
46617691000178,MEI
46641314000174,MEI
46642051000118,MEI
46643691000142,MEI
46663780000150,MEI
46694643000183,MEI
46743494000103,MEI
46826181000100,MEI
46914322000147,MEI
46948989000160,MEI
47012020000146,MEI
47019087000102,MEI
47037458000189,MEI
47067946000139,MEI
47080129000110,MEI
47109159000102,MEI
47118144000100,MEI
47123595000136,MEI
47313776000125,MEI
47314266000172,MEI
47354771000140,MEI
47356143000102,MEI
47383037000100,MEI
47389922000104,MEI
47394807000110,MEI
47438448000155,MEI
47482749000186,MEI
47488147000136,MEI
47496348000185,MEI
47502296000102,MEI
47523395000170,MEI
47548792000105,MEI
47578145000138,MEI
47621211000105,MEI
47626640000175,MEI
47642192000101,MEI
47673527000140,MEI
47688703000118,MEI
47739326000107,MEI
47756658000191,MEI
47761733000102,MEI
47807443000152,MEI
47830009000193,MEI
47851672000174,MEI
47881570000100,MEI
47889992000113,MEI
47894313000102,MEI
47900961000116,MEI
47928848000149,MEI
47970449000146,MEI
47976611000133,MEI
47982324000136,MEI
48095562000192,MEI
48142519000130,MEI
48151487000130,MEI
48216858000114,MEI
48230818000127,MEI
48255493000137,MEI
48297206000151,MEI
48298128000100,MEI
48434617000141,MEI
71636807000163,MEI
80799240000137,MEI
10985031000100,MEI
11523142000150,MEI
11556816000112,MEI
12083656000102,MEI
12425833000183,MEI
12431074000161,MEI
12581725000108,MEI
12593452000103,MEI
12761859000100,MEI
12839058000102,MEI
13369519000193,MEI
13715752000180,MEI
13779436000172,MEI
13964318000134,MEI
14132612000142,MEI
14341380000132,MEI
14395186000130,MEI
14472920000117,MEI
14534100000102,MEI
14540323000182,MEI
14690323000169,MEI
15095866000109,MEI
15208350000115,MEI
15320775000111,MEI
15407221000156,MEI
15421446000167,MEI
15824070000131,MEI
16097862000114,MEI
16773356000106,MEI
16826361000121,MEI
16880599000135,MEI
16930630000103,MEI
16977691000118,MEI
17012481000158,MEI
17013080000112,MEI
17071034000170,MEI
17251581000137,MEI
17377138000107,MEI
17528254000180,MEI
17953402000103,MEI
18249994000140,MEI
18418440000129,MEI
18553907000143,MEI
18694633000102,MEI
18940086000106,MEI
18952363000192,MEI
18999282000148,MEI
19268478000125,MEI
19369664000150,MEI
19379274000161,MEI
19610479000106,MEI
19723351000159,MEI
19744293000140,MEI
19799463000193,MEI
19804488000138,MEI
19902788000150,MEI
19936504000146,MEI
20045802000125,MEI
20104260000114,MEI
20322240000110,MEI
20532911000177,MEI
20556618000140,MEI
20589097000127,MEI
20649145000125,MEI
20782141000110,MEI
20902541000112,MEI
20935380000163,MEI
20937543000147,MEI
20993782000114,MEI
21022689000125,MEI
21040405000123,MEI
21046128000166,MEI
21047440000174,MEI
21186900000145,MEI
21188066000127,MEI
21198488000183,MEI
21577059000117,MEI
21628313000169,MEI
21630292000116,MEI
21684387000112,MEI
21694934000140,MEI
21755651000161,MEI
21775103000101,MEI
22000435000179,MEI
22074865000135,MEI
22088701000167,MEI
22121348000170,MEI
22137930000124,MEI
22139247000126,MEI
22227637000158,MEI
22299712000196,MEI
22494144000184,MEI
22495111000159,MEI
22571419000136,MEI
22592709000166,MEI
22622593000160,MEI
22785431000143,MEI
22895153000187,MEI
22947357000114,MEI
23258005000114,MEI
23410987000118,MEI
23506169000113,MEI
23641420000152,MEI
23645036000128,MEI
23759984000194,MEI
23810840000115,MEI
23855741000150,MEI
23929048000184,MEI
23985661000119,MEI
24014968000135,MEI
24201341000193,MEI
24207622000153,MEI
24314284000159,MEI
24379272000102,MEI
24379520000115,MEI
24474927000121,MEI
24526696000152,MEI
24555672000121,MEI
24966452000190,MEI
25030485000197,MEI
25075616000152,MEI
25189633000110,MEI
25244927000106,MEI
25262484000178,MEI
25277646000141,MEI
25376491000109,MEI
25404497000134,MEI
25432913000108,MEI
25978611000130,MEI
25996161000108,MEI
26231635000193,MEI
26430125000145,MEI
26451155000138,MEI
26512638000103,MEI
26601167000100,MEI
26799317000123,MEI
26907339000160,MEI
26954688000132,MEI
27217305000106,MEI
27305357000134,MEI
27428288000156,MEI
27501117000105,MEI
27649874000120,MEI
27878815000124,MEI
27882126000193,MEI
27897587000130,MEI
28036562000104,MEI
28097348000168,MEI
28195908000117,MEI
28383893000110,MEI
28809715000109,MEI
28813907000199,MEI
28916107000101,MEI
28954827000153,MEI
28967409000109,MEI
29042543000153,MEI
29265098000190,MEI
29372435000149,MEI
29372550000113,MEI
29374116000172,MEI
29405130000196,MEI
29426816000163,MEI
29487098000135,MEI
29553523000147,MEI
29789180000114,MEI
29812415000141,MEI
29993833000182,MEI
30147113000185,MEI
30206915000119,MEI
30356551000153,MEI
30394166000109,MEI
30414875000109,MEI
30486037000132,MEI
30552406000148,MEI
